Symbol,Company,Market,Industry,Sector,MySector,ESector,SET50,SET100
TTTM,THAI TORAY TEXTILE MILLS PUBLIC COMPANY LIMITED,SET,Consumer Products,Fashion,ZNOT,FASHION,,
TTW,THAI TAP WATER SUPPLY PUBLIC COMPANY LIMITED,SET,Resources,Energy & Utilities,Energy,ENERG,,1
TT-W2,TRITON HOLDING PUBLIC COMPANY LIMITED,SET,Services,Media & Publishing,Media,MEDIA,,
TU,THAI UNION FROZEN PRODUCTS PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Food and Beverage,Food,FOOD,1,1
TUCC,THAI UNIQUE COIL CENTER PUBLIC COMPANY LIMITED,SET,Industrials,Steel,Steel,STEEL,,
TUF,THAI UNION FROZEN PRODUCTS PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Food and Beverage,Food,FOOD,,
TU-PF,T.U. DOME RESIDENTIAL COMPLEX LEASEHOLD PROPERTY FUND,SET,Property & Construction,Property Fund,ZNOT,PFUND,,
TVD,TV DIRECT PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
TVD-W1,TV DIRECT PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
TVD-W2,TV DIRECT PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
TVI,THAIVIVAT INSURANCE PUBLIC COMPANY LIMITED,SET,Financials,Insurance,Insurance,INSUR,,
TVO,THAI VEGETABLE OIL PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Food and Beverage,Food,FOOD,,1
TVO-W2,THAI VEGETABLE OIL PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Food and Beverage,ZNOT,FOOD,,
TVT,TV THUNDER PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
TVT-W1,TV THUNDER PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
T-W3,THAI INDUSTRIAL & ENGINEERING SERVICE PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
TWFP,THAI WAH FOOD PRODUCTS PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Food and Beverage,ZNOT,FOOD,,
TWP,THAI WIRE PRODUCTS PUBLIC COMPANY LIMITED,SET,Industrials,Steel,Steel,STEEL,,
TWPC,THAI WAH PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Agribusiness,Agribusiness,AGRI,,
TWS,THAI WAH STARCH PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Agribusiness,Agribusiness,AGRI,,
TWZ,TWZ CORPORATION PUBLIC COMPANY LIMITED,SET,Technology,Information & Communication Technology,ICT,ICT,,
TWZ-W2,TWZ CORPORATION PUBLIC COMPANY LIMITED,SET,Technology,Information & Communication Technology,ICT,ICT,,
TWZ-W3,TWZ CORPORATION PUBLIC COMPANY LIMITED,SET,Technology,Information & Communication Technology,ICT,ICT,,
TWZ-W4,TWZ CORPORATION PUBLIC COMPANY LIMITED,SET,Technology,Information & Communication Technology,ICT,ICT,,
TWZ-W5,TWZ CORPORATION PUBLIC COMPANY LIMITED,SET,Technology,Information & Communication Technology,ICT,ICT,,
TYCN,"TYCOONS WORLDWIDE GROUP (THAILAND) PUBLIC CO.,LTD.",SET,Industrials,Steel,Steel,STEEL,,
TYM,THAI YUAN METAL PUBLIC COMPANY LIMITED,SET,Industrials,Steel,ZNOT,STEEL,,
TYM-W1,THAI YUAN METAL PUBLIC COMPANY LIMITED,SET,Industrials,Steel,ZNOT,STEEL,,
U,U CITY PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,CONS,CONS,,
UAC,UNIVERSAL ADSORBENTS & CHEMICALS PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
UAC-W1,UNIVERSAL ADSORBENTS & CHEMICALS PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
UAC-W2,UNIVERSAL ADSORBENTS & CHEMICALS PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
UBIS,UBIS (ASIA) PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
UEC,UNIMIT ENGINEERING PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
UIC,UNION INTRACO PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
UKEM,UNION PETROCHEMICAL PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
UKEM-W1,UNION PETROCHEMICAL PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
UKEM-W2,UNION PETROCHEMICAL PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
UMI,THE UNION MOSAIC INDUSTRY PUBLIC COMPANY LIMITED,SET,Property & Construction,Construction Materials,Ceramic,CONMAT,,
UMS,UNIQUE MINING SERVICES PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
UNIPF,UNILOFT PROPERTY FUND,SET,Property & Construction,Property Fund,ZNOT,PFUND,,
UNIQ,UNIQUE ENGINEERING AND CONSTRUCTION PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,CONS,CONS,,
UOB8TF,UOB FREEHOLD EIGHT THONGLOR PROPERTY FUND,SET,Property & Construction,Property Fund,ZNOT,PFUND,,
UOBAPF,UOB APARTMENT PROPERTY FUND I (LEASEHOLD),SET,Property & Construction,Property Fund,ZNOT,PFUND,,
UOBKH,UOB KAY HIAN SECURITIES (THAILAND) PUBLIC COMPANY LIMITED,SET,Financials,Finance and Securities,Broker,FIN,,
UP,UNION PLASTIC PUBLIC COMPANY LIMITED,SET,Industrials,Petrochemicals & Chemicals,ZNOT,PETRO,,
UPA,UNITED POWER OF ASIA PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
UPA-W1,UNITED POWER OF ASIA PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
UPF,UNION PIONEER PUBLIC COMPANY LIMITED,SET,Consumer Products,Fashion,ZNOT,FASHION,,
UPOIC,UNITED PALM OIL INDUSTRY PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Agribusiness,ZNOT,AGRI,,
URBNPF,URBANA PROPERTY FUND (LEASE HOLD),SET,Property & Construction,Property Fund,ZNOT,PFUND,,
UREKA,EUREKA DESIGN PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
UREKA-W1,EUREKA DESIGN PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
US,UNITED SECURITIES PUBLIC COMPANY LIMITED,SET,Financials,Finance and Securities,Broker,FIN,,
UT,UNION TEXTILE INDUSTRIES PUBLIC COMPANY LIMITED,SET,Consumer Products,Fashion,ZNOT,FASHION,,
UTP,UNITED PAPER PUBLIC COMPANY LIMITED,SET,Industrials,Paper & Printing Materials,ZNOT,PAPER,,
UV,UNIVENTURES PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,PROPERTY,PROP,,
UVAN,UNIVANICH PALM OIL PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Agribusiness,ZNOT,AGRI,,
U-W1,U CITY PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,CONS,CONS,,
U-W4,U CITY PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,CONS,CONS,,
UWC,UA WITHYA PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
UWC-W1,UA WITHYA PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
UWC-W2,UA WITHYA PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
VARO,VAROPAKORN PUBLIC COMPANY LIMITED,SET,Industrials,Industrial Materials & Machinery,ZNOT,IMM,,
VCOM,VINTCOM TECHNOLOGY PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
VGI,VGI GLOBAL MEDIA PUBLIC COMPANY LIMITED,SET,Services,Media & Publishing,Media,MEDIA,,
VGI-W1,VGI GLOBAL MEDIA PUBLIC COMPANY LIMITED,SET,Services,Media & Publishing,Media,MEDIA,,
VGI-W2,VGI GLOBAL MEDIA PUBLIC COMPANY LIMITED,SET,Services,Media & Publishing,Media,MEDIA,,
VIBHA,VIBHAVADI MEDICAL CENTER PUBLIC COMPANY LIMITED,SET,Services,Health Care Services,Health Care,HELTH,,
VIBHA-W2,VIBHAVADI MEDICAL CENTER PUBLIC COMPANY LIMITED,SET,Services,Health Care Services,Health Care,HELTH,,
VIBHA-W3,VIBHAVADI MEDICAL CENTER PUBLIC COMPANY LIMITED,SET,Services,Health Care Services,Health Care,HELTH,,
VIH,SRIVICHAIVEJVIVAT PUBLIC COMPANY LIMITED,SET,Services,Health Care Services,Health Care,HELTH,,
VL,V.L. ENTERPRISE PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
VNG,VANACHAI GROUP PUBLIC COMPANY LIMITED,SET,Property & Construction,Construction Materials,ConMat,CONMAT,,
VNT,VINYTHAI PUBLIC COMPANY LIMITED,SET,Industrials,Petrochemicals & Chemicals,Petro,PETRO,,
VPO,VICHITBHAN PALMOIL PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Food and Beverage,ZNOT,FOOD,,
VRANDA,VERANDA RESORT PUBLIC COMPANY LIMITED,SET,Services,Tourism & Leisure,Tourism,TOURISM,,
VTE,"VINTAGE ENGINEERING PUBLIC CO., LTD.",mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
VTE-W1,"VINTAGE ENGINEERING PUBLIC CO., LTD.",mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
VTE-W2,"VINTAGE ENGINEERING PUBLIC CO., LTD.",mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
WACOAL,THAI WACOAL PUBLIC COMPANY LIMITED,SET,Consumer Products,Fashion,ZNOT,FASHION,,
WAT,WATTANA CAPITAL PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,PROPERTY,PROP,,
WAT-W1,WATTANA CAPITAL PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,PROPERTY,PROP,,
WAT-W2,WATTANA CAPITAL PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,PROPERTY,PROP,,
WAVE,WAVE ENTERTAINMENT PUBLIC COMPANY LIMITED,SET,Services,Media & Publishing,ZNOT,MEDIA,,
WAVE-W1,WAVE ENTERTAINMENT PUBLIC COMPANY LIMITED,SET,Services,Media & Publishing,ZNOT,MEDIA,,
WG,WHITE GROUP PUBLIC COMPANY LIMITED,SET,Industrials,Petrochemicals & Chemicals,ZNOT,PETRO,,
WHA,WHA CORPORATION PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,Industrial Park,PROP,1,1
WHABT,WHA BUSINESS COMPLEX FREEHOLD AND LEASEHOLD REAL ESTATE INVESTMENT TRUST,SET,Property & Construction,Property Fund,ZNOT,PFUND,,
WHAPF,WHA PREMIUM FACTORY AND WAREHOUSE FREEHOLD AND LEASEHOLD PROPERTY FUND,SET,Property & Construction,Property Fund,ZNOT,PFUND,,
WHART,WHA PREMIUM GROWTH FREEHOLD AND LEASEHOLD,SET,Property & Construction,Property Fund,ZNOT,PFUND,,
WHAUP,WHA UTILITIES AND POWER PUBLIC COMPANY LIMITED,SET,Resources,Energy & Utilities,Energy,ENERG,,
WHA-W1,WHA CORPORATION PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,Industrial Park,PROP,,
WHA-W2,WHA CORPORATION PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,Industrial Park,PROP,,
WICE,WICE LOGISTICS PUBLIC COMPANY LIMITED,SET,Services,Transportation & Logistics,Transport,TRANS,,
WIIK,WIIK & HOEGLUND PUBLIC COMPANY LIMITED,SET,Property & Construction,Construction Materials,ConMat,CONMAT,,
WIIK-W1,WIIK & HOEGLUND PUBLIC COMPANY LIMITED,SET,Property & Construction,Construction Materials,ConMat,CONMAT,,
WIIK-W2,WIIK & HOEGLUND PUBLIC COMPANY LIMITED,SET,Property & Construction,Construction Materials,ConMat,CONMAT,,
WIN,WYNCOAST INDUSTRIAL PARK PUBLIC COMPANY LIMITED,SET,Services,Transportation & Logistics,Industrial Park,TRANS,,
WINNER,WINNER GROUP ENTERPRISE PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
WORK,WORKPOINT ENTERTAINMENT PUBLIC COMPANY LIMITED,SET,Services,Media & Publishing,Media,MEDIA,,
WORK-W1,WORKPOINT ENTERTAINMENT PUBLIC COMPANY LIMITED,SET,Services,Media & Publishing,Media,MEDIA,,
WP,WP ENERGY PUBLIC COMPANY LIMITED,SET,Resources,Energy & Utilities,Energy,ENERG,,
WPH,WATTANAPAT HOSPITAL TRANG PUBLIC COMPANY LIMITED,SET,Services,Health Care Services,Health Care,HELTH,,
WR,WE RETAIL PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Food and Beverage,Food,FOOD,,
XO,EXOTIC FOOD PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
XO-W1,EXOTIC FOOD PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
YCI,YONG THAI PUBLIC COMPANY LIMITED,SET,Industrials,Petrochemicals & Chemicals,ZNOT,PETRO,,
YNP,YARNAPUND PUBLIC COMPANY LIMITED,SET,Industrials,Automotive,ZNOT,AUTO,,
YUASA,YUASA BATTERY (THAILAND) PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
ZEN,CAPITAL ENGINEERING NETWORK PUBLIC COMPANY LIMITED,SET,Industrials,Steel,Steel,STEEL,,
ZIGA,ZIGA INNOVATION PUBLIC COMPANY LIMITED,mai,-,Medium-Sized Enterprise,ZNOT,ZNOT,,
ZMICO,SEAMICO SECURITIES PUBLIC COMPANY LIMITED,SET,Financials,Finance and Securities,Broker,FIN,,
ZMICO-W4,SEAMICO SECURITIES PUBLIC COMPANY LIMITED,SET,Financials,Finance and Securities,Broker,FIN,,
จริง,TRUE CORPORATION PUBLIC COMPANY LIMITED,SET,Technology,Information & Communication Technology,ICT,ICT,,
